date,commodity,close,daily_return,return_5d,return_21d,volatility_5d_ann,volatility_21d_ann,sma_21,bollinger_z,rsi_14,macd,macd_signal,momentum_10d,term_spread
2016-02-11,Aluminium,1656.2803,-0.0171,-0.0444,-0.0425,0.202,0.2626,1726.086,-0.9808,34.0176,-8.508,1.9209,-0.0695,-14.4011
2016-02-12,Aluminium,1710.9862,0.0325,-0.0125,0.0121,0.3608,0.2776,1727.0677,-0.3588,44.9988,-7.9121,-0.0457,-0.0455,12.3762
2016-02-15,Aluminium,1713.6645,0.0016,0.0153,0.034,0.2931,0.267,1729.7951,-0.3035,41.6166,-7.1413,-1.4648,-0.0401,-5.4122
2016-02-16,Aluminium,1687.1425,-0.0156,0.006,0.0152,0.3182,0.2735,1731.0073,-0.5833,35.7368,-8.5718,-2.8862,-0.0536,-17.775
2016-02-17,Aluminium,1670.6427,-0.0098,-0.0084,-0.0224,0.3249,0.2571,1729.2017,-0.7539,29.516,-10.9111,-4.4912,-0.0417,-6.8238
2016-02-18,Aluminium,1644.0312,-0.0161,-0.0074,-0.0741,0.3219,0.2245,1723.1821,-1.047,23.5745,-14.7424,-6.5414,-0.0505,-9.987
2016-02-19,Aluminium,1670.6143,0.016,-0.0239,-0.0317,0.2164,0.2181,1720.6221,-0.6964,30.908,-15.4555,-8.3242,-0.0357,-4.7674
2016-02-22,Aluminium,1657.4011,-0.0079,-0.0334,-0.0409,0.2093,0.219,1717.3295,-0.8385,29.8529,-16.8922,-10.0378,-0.0179,-7.5594
2016-02-23,Aluminium,1652.8599,-0.0027,-0.0205,-0.0499,0.1941,0.2169,1713.3055,-0.88,33.6176,-18.1875,-11.6678,-0.0144,3.433
2016-02-24,Aluminium,1673.5544,0.0124,0.0017,-0.0477,0.2159,0.2186,1709.4119,-0.5821,39.8377,-17.3442,-12.8031,-0.0067,4.9455
2016-02-25,Aluminium,1662.3306,-0.0067,0.0111,-0.059,0.1781,0.2177,1704.6037,-0.723,38.1013,-17.3812,-13.7187,0.0037,1.5029
2016-02-26,Aluminium,1688.1599,0.0154,0.0104,-0.0529,0.1751,0.2229,1700.2325,-0.3156,50.0904,-15.1517,-14.0053,-0.0133,7.8785
2016-02-29,Aluminium,1672.2883,-0.0094,0.0089,-0.0694,0.1808,0.2213,1694.5087,-0.5381,49.1561,-14.4984,-14.1039,-0.0241,-2.9282
2016-03-01,Aluminium,1692.1568,0.0118,0.0235,-0.0536,0.1872,0.2274,1690.0749,-0.1846,51.256,-12.2363,-13.7304,0.003,6.9418
2016-03-02,Aluminium,1733.5181,0.0241,0.0352,-0.028,0.231,0.2455,1687.7346,0.5819,62.6121,-7.0251,-12.3893,0.0376,7.4313
2016-03-03,Aluminium,1764.8655,0.0179,0.0599,0.0123,0.203,0.2417,1688.7611,1.1962,59.5245,-0.3616,-9.9838,0.0735,12.0137
2016-03-04,Aluminium,1787.1265,0.0125,0.057,0.0316,0.201,0.2435,1691.4119,1.632,62.1454,6.6391,-6.6592,0.0697,9.3821
2016-03-07,Aluminium,1738.9633,-0.0273,0.0391,0.0037,0.3216,0.2632,1691.7176,0.7542,57.9953,8.2062,-3.6861,0.0492,-25.5937
2016-03-08,Aluminium,1689.7541,-0.0287,-0.0014,0.0012,0.4072,0.2665,1691.8173,-0.1497,52.6783,5.4149,-1.8659,0.0223,-14.1522
2016-03-09,Aluminium,1719.9339,0.0177,-0.0079,0.0253,0.3848,0.2721,1693.8601,0.4655,60.5319,5.5738,-0.378,0.0277,1.2726
2016-03-10,Aluminium,1742.7693,0.0132,-0.0126,0.0338,0.3709,0.2751,1696.6211,0.9392,60.1171,7.4564,1.1889,0.0484,7.8547
2016-03-11,Aluminium,1752.2807,0.0054,-0.0197,0.0563,0.3558,0.2668,1701.1926,1.1119,63.4429,9.6052,2.8722,0.038,-9.7391
2016-03-14,Aluminium,1706.8978,-0.0262,-0.0186,-0.0024,0.3514,0.2616,1700.9979,0.2038,56.8621,7.559,3.8095,0.0207,-2.4034
2016-03-15,Aluminium,1734.2251,0.0159,0.026,0.0119,0.2887,0.2674,1701.977,0.7388,57.5768,8.0496,4.6575,0.0249,17.6542
2016-03-16,Aluminium,1710.9012,-0.0135,-0.0053,0.014,0.2886,0.2659,1703.1083,0.2694,55.8877,6.4816,5.0224,-0.013,-3.5748
2016-03-17,Aluminium,1711.5319,0.0004,-0.0181,0.0242,0.2619,0.2632,1705.0554,0.2632,53.0175,5.2296,5.0638,-0.0302,2.8417
2016-03-18,Aluminium,1726.4211,0.0087,-0.0149,0.0489,0.2698,0.2567,1708.9788,0.5374,57.0067,5.3769,5.1264,-0.034,0.9167
2016-03-21,Aluminium,1723.47,-0.0017,0.0097,0.0311,0.1766,0.2521,1711.4957,0.4533,54.2387,5.1956,5.1403,-0.0089,-8.5837
2016-03-22,Aluminium,1726.3961,0.0017,-0.0045,0.0408,0.128,0.2497,1714.7812,0.4947,48.924,5.2277,5.1577,0.0217,5.7953
2016-03-23,Aluminium,1721.9426,-0.0026,0.0064,0.0409,0.0707,0.2497,1718.0708,0.3658,42.9414,4.838,5.0938,0.0012,-0.1615
2016-03-24,Aluminium,1709.2561,-0.0074,-0.0013,0.0211,0.0945,0.2486,1719.7709,0.0176,36.7779,3.4656,4.7682,-0.0192,-4.0103
2016-03-25,Aluminium,1772.4801,0.0363,0.0263,0.0642,0.2804,0.2751,1725.0161,1.5806,55.4141,7.3943,5.2934,0.0115,21.2842
2016-03-28,Aluminium,1826.5685,0.0301,0.0581,0.0788,0.3187,0.2877,1731.607,2.7509,71.7573,14.7029,7.1753,0.0701,10.6343
2016-03-29,Aluminium,1821.7057,-0.0027,0.0537,0.0856,0.3286,0.2848,1738.7221,2.4609,67.6019,19.8735,9.7149,0.0504,-9.4853
2016-03-30,Aluminium,1814.8235,-0.0038,0.0525,0.07,0.3317,0.2846,1744.5634,2.1755,63.19,23.149,12.4018,0.0607,2.351
2016-03-31,Aluminium,1827.0238,0.0067,0.0666,0.0525,0.2971,0.2747,1749.016,2.2998,63.5488,26.4248,15.2064,0.0675,-2.6828
2016-04-01,Aluminium,1814.9215,-0.0066,0.0237,0.028,0.2384,0.2705,1751.3997,1.9439,72.2685,27.7247,17.71,0.0513,-11.5814
2016-04-04,Aluminium,1831.1239,0.0089,0.0025,0.0243,0.1089,0.2689,1753.4948,2.1599,70.9354,29.7197,20.112,0.0625,8.2483
2016-04-05,Aluminium,1842.6298,0.0063,0.0114,0.0579,0.111,0.2485,1758.4313,2.2515,79.9921,31.8619,22.4619,0.0673,-0.5406
2016-04-06,Aluminium,1873.82,0.0168,0.032,0.1034,0.1338,0.2247,1767.1963,2.6425,82.4362,35.6653,25.1026,0.0882,5.8834
2016-04-07,Aluminium,1893.4039,0.0104,0.0357,0.0961,0.1369,0.2209,1775.4568,2.7776,82.7598,39.8009,28.0423,0.1077,4.636
2016-04-08,Aluminium,1925.6927,0.0169,0.0592,0.0998,0.0762,0.2231,1784.1674,3.0344,85.5779,45.1633,31.4665,0.0864,13.3355
2016-04-11,Aluminium,1943.6656,0.0093,0.0596,0.1037,0.0752,0.2236,1793.281,3.0153,86.3031,50.2836,35.2299,0.0641,-5.5916
2016-04-12,Aluminium,1953.2322,0.0049,0.0583,0.1348,0.082,0.1928,1805.0112,2.8887,87.9964,54.4854,39.081,0.0722,-1.2054
2016-04-13,Aluminium,1994.0535,0.0207,0.0622,0.1396,0.1,0.1965,1817.384,3.1336,92.8277,60.4128,43.3474,0.0988,11.3314
2016-04-14,Aluminium,1967.1107,-0.0136,0.0382,0.1395,0.2126,0.1965,1829.5844,2.598,82.8534,62.2191,47.1217,0.0767,-18.4879
2016-04-15,Aluminium,1968.0494,0.0005,0.0218,0.1397,0.199,0.1965,1841.7996,2.4376,79.104,63.0001,50.2974,0.0844,0.4235
2016-04-18,Aluminium,1905.8828,-0.0321,-0.0196,0.0989,0.3165,0.2377,1850.3454,1.6509,64.0125,57.9349,51.8249,0.0408,-14.3215
2016-04-19,Aluminium,1860.2119,-0.0243,-0.0488,0.0764,0.3326,0.2573,1856.8569,1.0971,56.6914,49.663,51.3925,0.0095,-16.7334
2016-04-20,Aluminium,1876.3844,0.0087,-0.0608,0.0833,0.2679,0.2578,1863.9992,1.2386,57.1928,43.9062,49.8953,0.0014,9.4614
2016-04-21,Aluminium,1835.0073,-0.0223,-0.0695,0.0636,0.2777,0.2727,1869.3832,0.7567,52.6968,35.5949,47.0352,-0.0308,-20.2227
2016-04-22,Aluminium,1840.4329,0.003,-0.067,0.0739,0.2862,0.2701,1875.6297,0.7979,51.2871,29.1103,43.4502,-0.0443,-4.0358
2016-04-25,Aluminium,1816.8124,-0.0129,-0.0479,0.0247,0.2352,0.2477,1877.7408,0.5262,46.5461,21.8138,39.1229,-0.0653,-5.0142
2016-04-26,Aluminium,1846.0835,0.016,-0.0076,0.0106,0.2499,0.2313,1878.6701,0.8328,46.2702,18.1836,34.9351,-0.0549,0.5982
2016-04-27,Aluminium,1877.1731,0.0167,0.0004,0.03,0.2758,0.2376,1881.3114,1.1472,47.8829,17.6123,31.4705,-0.0586,2.7977
2016-04-28,Aluminium,1852.0071,-0.0135,0.0092,0.0203,0.2348,0.2426,1883.082,0.8574,40.2067,14.9564,28.1677,-0.0585,-16.8571
2016-04-29,Aluminium,1813.0795,-0.0212,-0.015,-0.0077,0.2851,0.2533,1882.418,0.4314,33.5599,9.5999,24.4541,-0.0787,-17.4545
2016-05-02,Aluminium,1838.7153,0.014,0.012,0.013,0.2901,0.257,1883.551,0.6892,36.1436,7.3387,21.031,-0.0352,0.7509
2016-05-03,Aluminium,1868.2387,0.0159,0.0119,0.0201,0.29,0.2609,1885.3184,0.9772,34.3486,7.8387,18.3926,0.0043,-1.6304
2016-05-04,Aluminium,1839.1448,-0.0157,-0.0205,-0.0019,0.2803,0.2664,1885.1525,0.6473,34.1657,5.8202,15.8781,-0.0198,-8.1133
2016-05-05,Aluminium,1808.4189,-0.0168,-0.0238,-0.0355,0.2883,0.265,1882.0381,0.3014,31.6037,1.7213,13.0467,-0.0145,-15.5386
2016-05-06,Aluminium,1839.7813,0.0172,0.0146,-0.0287,0.2788,0.2699,1879.4847,0.6147,41.8001,0.9922,10.6358,-0.0004,12.3739
2016-05-09,Aluminium,1832.927,-0.0037,-0.0032,-0.0494,0.2622,0.2616,1875.0673,0.5188,46.2546,-0.1371,8.4813,0.0089,-4.0962
2016-05-10,Aluminium,1780.0149,-0.0293,-0.0484,-0.088,0.2783,0.2738,1867.2744,-0.0801,37.9834,-5.2413,5.7368,-0.0358,-20.0613
2016-05-11,Aluminium,1781.8769,0.001,-0.0316,-0.0918,0.2809,0.2725,1859.1146,-0.0724,42.6508,-9.032,2.783,-0.0508,-1.0009
2016-05-12,Aluminium,1783.4183,0.0009,-0.0139,-0.1116,0.2669,0.2578,1849.0843,-0.0679,42.0278,-11.776,-0.1288,-0.037,0.1953
2016-05-13,Aluminium,1775.5117,-0.0044,-0.0356,-0.1025,0.2009,0.2561,1839.9606,-0.174,43.9596,-14.4224,-2.9875,-0.0207,7.2036
2016-05-16,Aluminium,1816.8306,0.023,-0.0088,-0.0799,0.2963,0.2733,1832.7597,0.2714,45.8673,-13.0354,-4.9971,-0.0119,2.8426
2016-05-17,Aluminium,1780.6369,-0.0201,0.0003,-0.068,0.2454,0.2606,1826.7956,-0.1735,36.5557,-14.6874,-6.9351,-0.0469,-4.6552
2016-05-18,Aluminium,1764.7228,-0.009,-0.0097,-0.0527,0.2531,0.2502,1822.2485,-0.3848,37.5227,-17.0838,-8.9649,-0.0405,-3.6084
2016-05-19,Aluminium,1758.7584,-0.0034,-0.0139,-0.0647,0.2519,0.2469,1816.6473,-0.4857,41.4268,-19.2424,-11.0204,-0.0275,-4.1444
2016-05-20,Aluminium,1767.5633,0.005,-0.0045,-0.0374,0.2568,0.2381,1813.4356,-0.4106,38.1405,-20.012,-12.8187,-0.0393,2.8545
2016-05-23,Aluminium,1797.6183,0.0169,-0.0106,-0.0235,0.2222,0.2463,1811.3968,-0.0595,38.2499,-17.9893,-13.8528,-0.0193,11.0824
2016-05-24,Aluminium,1782.5258,-0.0084,0.0011,-0.0191,0.1725,0.2441,1809.7641,-0.2847,40.1191,-17.4035,-14.563,0.0014,-6.7223
2016-05-25,Aluminium,1804.6469,0.0123,0.0224,-0.0227,0.1672,0.2412,1807.791,-0.0185,49.3213,-14.9816,-14.6467,0.0128,9.076
2016-05-26,Aluminium,1791.3086,-0.0074,0.0183,-0.0468,0.181,0.2331,1803.7022,-0.2287,40.674,-13.9774,-14.5128,0.0044,4.9206
2016-05-27,Aluminium,1787.428,-0.0022,0.0112,-0.0355,0.1848,0.2295,1800.627,-0.3092,41.1448,-13.3409,-14.2785,0.0067,-3.2784
2016-05-30,Aluminium,1788.0151,0.0003,-0.0054,-0.0139,0.1322,0.2182,1799.4335,-0.3159,51.9553,-12.6434,-13.9514,-0.0159,7.8464
2016-05-31,Aluminium,1782.0555,-0.0033,-0.0003,-0.0313,0.1186,0.2117,1796.7354,-0.4051,50.0428,-12.4282,-13.6468,0.0008,-2.0247
2016-06-01,Aluminium,1774.1908,-0.0044,-0.017,-0.0517,0.0453,0.2021,1792.2569,-0.5133,47.8541,-12.7453,-13.4665,0.0054,-1.2793
2016-06-02,Aluminium,1746.0268,-0.016,-0.0256,-0.052,0.1005,0.2024,1787.8227,-0.916,43.7335,-15.0953,-13.7923,-0.0072,-2.4957
2016-06-03,Aluminium,1767.2898,0.0121,-0.0113,-0.023,0.1603,0.2013,1785.8642,-0.6448,38.4898,-15.0682,-14.0474,-0.0002,6.6078
2016-06-06,Aluminium,1760.8562,-0.0036,-0.0153,-0.0438,0.1587,0.1901,1782.1058,-0.7553,44.6666,-15.3885,-14.3156,-0.0204,-6.383
2016-06-07,Aluminium,1750.4527,-0.0059,-0.0179,-0.046,0.16,0.1905,1778.1785,-0.9112,46.0346,-16.2939,-14.7113,-0.018,-14.9555
2016-06-08,Aluminium,1780.0992,0.0168,0.0033,0.0,0.2146,0.174,1778.1825,-0.4843,55.2405,-14.4527,-14.6596,-0.0136,2.1957
2016-06-09,Aluminium,1757.0116,-0.0131,0.0063,-0.0141,0.2007,0.1797,1776.9984,-0.8491,47.5787,-14.6872,-14.6651,-0.0191,-7.6093
2016-06-10,Aluminium,1778.0861,0.0119,0.0061,-0.003,0.2001,0.1849,1776.7445,-0.549,45.3254,-13.0223,-14.3365,-0.0052,-0.9717
2016-06-13,Aluminium,1816.3883,0.0213,0.031,0.0228,0.2369,0.1984,1778.691,0.0048,57.294,-8.5141,-13.1721,0.0159,10.1941
2016-06-14,Aluminium,1814.607,-0.001,0.036,-0.0012,0.2232,0.1817,1778.5851,-0.049,52.3514,-5.0272,-11.5431,0.0183,-13.0486
2016-06-15,Aluminium,1765.6497,-0.0274,-0.0081,-0.0085,0.3077,0.1931,1777.8715,-0.8403,44.8144,-6.1433,-10.4631,-0.0048,-17.4621
2016-06-16,Aluminium,1762.3527,-0.0019,0.003,-0.0013,0.2913,0.1907,1777.7586,-0.9139,44.9204,-7.2108,-9.8127,0.0094,-2.7576
2016-06-17,Aluminium,1760.1744,-0.0012,-0.0101,0.0008,0.2735,0.1904,1777.826,-0.9682,44.3963,-8.1387,-9.4779,-0.004,-7.3749
2016-06-20,Aluminium,1770.499,0.0058,-0.0256,0.0017,0.2035,0.1907,1777.9658,-0.825,47.7141,-7.9494,-9.1722,0.0055,0.6723
2016-06-21,Aluminium,1779.3397,0.005,-0.0196,-0.0102,0.2152,0.1818,1777.0954,-0.7141,51.0145,-7.0052,-8.7388,0.0165,-5.4067
2016-06-22,Aluminium,1771.182,-0.0046,0.0031,-0.0064,0.0724,0.1801,1776.5552,-0.8521,55.3808,-6.8364,-8.3583,-0.005,-1.0484
2016-06-23,Aluminium,1795.2376,0.0135,0.0185,-0.0052,0.1109,0.1812,1776.1072,-0.4344,55.9076,-4.7073,-7.6281,0.0218,3.7233
2016-06-24,Aluminium,1772.8636,-0.0125,0.0072,-0.0104,0.1605,0.1846,1775.2288,-0.7965,52.3779,-4.7703,-7.0565,-0.0029,-6.4542
2016-06-27,Aluminium,1794.5309,0.0121,0.0135,0.004,0.1768,0.1895,1775.5671,-0.425,58.3562,-3.0369,-6.2526,-0.012,4.6032
2016-06-28,Aluminium,1789.2555,-0.0029,0.0056,0.0007,0.1793,0.1898,1775.6261,-0.5028,51.9126,-2.065,-5.4151,-0.014,1.5203
2016-06-29,Aluminium,1798.0155,0.0049,0.015,0.0089,0.1728,0.1901,1776.3861,-0.3506,59.1101,-0.5813,-4.4483,0.0183,-0.1728
2016-06-30,Aluminium,1827.9235,0.0165,0.018,0.0298,0.1852,0.1971,1778.9448,0.1526,60.6545,2.9737,-2.9639,0.0372,4.2669
2016-07-01,Aluminium,1803.5384,-0.0134,0.0172,0.0324,0.1901,0.1944,1781.6835,-0.2468,47.0791,3.7797,-1.6152,0.0246,-7.8642
2016-07-04,Aluminium,1783.0419,-0.0114,-0.0064,0.0089,0.1956,0.1954,1782.4336,-0.5698,43.3875,2.7332,-0.7455,0.0071,-5.2454
2016-07-05,Aluminium,1766.805,-0.0091,-0.0126,0.0034,0.2037,0.1978,1782.7169,-0.8169,50.2805,0.5868,-0.4791,-0.007,-9.0382
2016-07-06,Aluminium,1777.277,0.0059,-0.0116,0.0152,0.2062,0.1974,1783.9942,-0.6148,53.5012,-0.2662,-0.4365,0.0034,-5.3987
2016-07-07,Aluminium,1779.2182,0.0011,-0.027,-0.0005,0.134,0.1886,1783.9523,-0.5585,54.4726,-0.7765,-0.5045,-0.0089,-6.7402
2016-07-08,Aluminium,1789.2746,0.0056,-0.0079,0.0182,0.1303,0.1834,1785.4886,-0.3471,54.4152,-0.3653,-0.4767,0.0093,-4.5497
2016-07-11,Aluminium,1826.0652,0.0204,0.0238,0.0266,0.1688,0.1919,1787.7733,0.4696,59.7111,2.8959,0.1979,0.0176,7.0188
2016-07-12,Aluminium,1806.7055,-0.0107,0.0223,-0.0053,0.1768,0.1815,1787.3122,0.1155,57.0545,3.8736,0.933,0.0098,-13.9769
2016-07-13,Aluminium,1807.4115,0.0004,0.0168,-0.004,0.1783,0.1815,1786.9696,0.2284,52.6647,4.6518,1.6767,0.0052,4.2881
2016-07-14,Aluminium,1760.4644,-0.0263,-0.0106,-0.0029,0.2784,0.1796,1786.7227,-1.1289,47.5496,1.4634,1.6341,-0.0369,-15.4379
2016-07-15,Aluminium,1786.4489,0.0147,-0.0016,0.0136,0.3007,0.1866,1787.8701,-0.3021,48.4296,1.0215,1.5116,-0.0095,1.7911
2016-07-18,Aluminium,1836.6296,0.0277,0.0058,0.0425,0.335,0.2085,1791.5108,1.3668,57.8376,4.6667,2.1426,0.0301,17.3717
2016-07-19,Aluminium,1857.5375,0.0113,0.0277,0.048,0.3223,0.2106,1795.6555,2.0067,59.4668,9.1373,3.5415,0.0514,2.8587
2016-07-20,Aluminium,1867.5517,0.0054,0.0327,0.0484,0.3192,0.2107,1799.8561,2.2581,56.7285,13.3346,5.5001,0.0508,2.9297
2016-07-21,Aluminium,1862.5221,-0.0027,0.0564,0.0503,0.1795,0.21,1804.2056,2.0131,60.7195,16.0699,7.6141,0.0468,-1.9009
2016-07-22,Aluminium,1810.4008,-0.0284,0.0133,0.0084,0.3274,0.2312,1804.9277,0.4406,54.4595,13.872,8.8657,0.0118,-18.1607
2016-07-25,Aluminium,1778.1683,-0.018,-0.0323,0.003,0.2612,0.2357,1805.1803,-0.5436,51.7604,9.4207,8.9767,-0.0262,-14.0452
2016-07-26,Aluminium,1768.7058,-0.0053,-0.049,-0.0145,0.2119,0.2323,1803.9505,-0.8311,48.668,5.071,8.1955,-0.021,-13.3672
2016-07-27,Aluminium,1748.7346,-0.0114,-0.0657,-0.0229,0.1644,0.2351,1802.021,-1.4492,45.514,0.0122,6.5589,-0.0325,-12.0607
2016-07-28,Aluminium,1740.0304,-0.005,-0.068,-0.0328,0.1558,0.2344,1799.2598,-1.6798,42.7242,-4.6458,4.3179,-0.0116,-10.9091
2016-07-29,Aluminium,1746.7487,0.0039,-0.0358,-0.0454,0.1289,0.2261,1795.3943,-1.4497,37.1381,-7.7063,1.9131,-0.0222,1.0303
2016-08-01,Aluminium,1741.2033,-0.0032,-0.021,-0.0352,0.0866,0.2224,1792.426,-1.5933,38.88,-10.4587,-0.5613,-0.052,-0.2226
2016-08-02,Aluminium,1763.0687,0.0125,-0.0032,-0.0113,0.1447,0.2246,1791.4748,-0.812,42.9767,-10.7517,-2.5994,-0.0509,6.5026
2016-08-03,Aluminium,1718.5747,-0.0256,-0.0174,-0.0277,0.2243,0.2393,1789.1782,-2.2479,43.3133,-14.4081,-4.9611,-0.0798,-21.5886
2016-08-04,Aluminium,1764.0734,0.0261,0.0137,-0.0075,0.3053,0.2566,1788.5494,-0.6759,46.6377,-13.4791,-6.6647,-0.0529,12.1824
2016-08-05,Aluminium,1771.1861,0.004,0.0139,-0.0045,0.3053,0.257,1788.1669,-0.4239,38.7041,-12.0303,-7.7378,-0.0217,7.3981
2016-08-08,Aluminium,1757.6195,-0.0077,0.0094,-0.0178,0.3124,0.2573,1786.6596,-0.8746,32.3052,-11.8402,-8.5583,-0.0116,-0.0859
2016-08-09,Aluminium,1763.1826,0.0032,0.0001,-0.035,0.2992,0.2461,1783.6651,-0.6698,31.2208,-11.1127,-9.0692,-0.0031,1.3991
2016-08-10,Aluminium,1743.588,-0.0112,0.0144,-0.0356,0.2316,0.2464,1780.6596,-1.3059,29.6659,-11.9791,-9.6512,-0.0029,-5.0861
2016-08-11,Aluminium,1737.6596,-0.0034,-0.0151,-0.0394,0.1054,0.2463,1777.338,-1.4546,35.2307,-12.9943,-10.3198,-0.0014,-6.2224
2016-08-12,Aluminium,1763.2816,0.0146,-0.0045,0.0016,0.1619,0.2357,1777.4722,-0.5831,46.894,-11.5977,-10.5754,0.0095,3.5337
2016-08-15,Aluminium,1798.5405,0.0198,0.023,0.0067,0.2019,0.2404,1778.048,0.5798,55.6198,-7.5587,-9.972,0.0329,-1.0642
2016-08-16,Aluminium,1820.7731,0.0123,0.0321,-0.0087,0.2081,0.2236,1777.2929,1.2797,63.4548,-2.5345,-8.4845,0.0327,5.5355
2016-08-17,Aluminium,1797.9805,-0.0126,0.0307,-0.0326,0.2157,0.2231,1774.4569,0.5072,60.2824,-0.3875,-6.8651,0.0462,-10.4235
2016-08-18,Aluminium,1794.2804,-0.0021,0.0321,-0.04,0.2122,0.2217,1770.9677,0.3865,58.5251,1.0039,-5.2913,0.0171,-6.4731
2016-08-19,Aluminium,1819.5811,0.014,0.0314,-0.0233,0.2107,0.2284,1768.9229,1.1929,63.1273,4.1008,-3.4129,0.0273,3.2025
2016-08-22,Aluminium,1841.9107,0.0122,0.0238,0.0173,0.1853,0.2098,1770.4234,1.8591,63.1845,8.2617,-1.078,0.048,0.4568
2016-08-23,Aluminium,1871.3002,0.0158,0.0274,0.051,0.1958,0.2043,1774.8583,2.6026,76.8987,13.772,1.892,0.0613,6.1607
2016-08-24,Aluminium,1865.4378,-0.0031,0.0368,0.0532,0.146,0.2034,1779.4645,2.2839,70.7498,17.4646,5.0065,0.0699,-4.765
2016-08-25,Aluminium,1890.8935,0.0136,0.0524,0.0782,0.1227,0.2002,1786.234,2.7775,72.793,22.1893,8.4431,0.0882,9.2745
2016-08-26,Aluminium,1894.7733,0.002,0.0405,0.0852,0.1302,0.1978,1793.6027,2.6645,77.1151,25.9476,11.944,0.0746,-2.1759
2016-08-29,Aluminium,1902.5743,0.0041,0.0324,0.0855,0.1268,0.1978,1801.023,2.6477,77.3159,29.2187,15.3989,0.0578,0.7457
2016-08-30,Aluminium,1884.4861,-0.0096,0.007,0.0791,0.1366,0.202,1807.846,2.1037,77.775,30.0057,18.3203,0.035,-7.8563
2016-08-31,Aluminium,1865.0365,-0.0104,-0.0002,0.0562,0.1595,0.205,1812.7016,1.5869,73.8388,28.7288,20.402,0.0373,-11.0798
2016-09-01,Aluminium,1869.7204,0.0025,-0.0113,0.0843,0.1125,0.1775,1819.899,1.6265,71.6142,27.7746,21.8765,0.042,0.5837
2016-09-02,Aluminium,1879.5892,0.0053,-0.008,0.0634,0.1221,0.1585,1825.3998,1.7712,68.3506,27.4977,23.0007,0.033,-2.626
2016-09-05,Aluminium,1812.7943,-0.0362,-0.0483,0.0232,0.2602,0.2086,1827.3811,0.2862,48.4968,21.6391,22.7284,-0.0158,-23.1959
2016-09-06,Aluminium,1821.1353,0.0046,-0.0342,0.0355,0.2793,0.2064,1830.4057,0.4505,54.6135,17.4678,21.6763,-0.0268,6.278
2016-09-07,Aluminium,1792.8969,-0.0156,-0.0394,0.0167,0.2859,0.2148,1831.8206,-0.1822,49.7489,11.7479,19.6906,-0.0389,-3.9698
2016-09-08,Aluminium,1816.1118,0.0129,-0.0291,0.0408,0.3173,0.214,1835.2741,0.3344,49.3655,8.9846,17.5494,-0.0395,13.5126
2016-09-09,Aluminium,1821.0893,0.0027,-0.0316,0.0469,0.3122,0.2132,1839.247,0.4425,45.934,7.1143,15.4624,-0.0389,7.3638
2016-09-12,Aluminium,1784.3153,-0.0204,-0.0158,0.0119,0.2251,0.2218,1840.2486,-0.3831,33.4899,2.6343,12.8968,-0.0622,-10.5882
2016-09-13,Aluminium,1752.7413,-0.0179,-0.0383,-0.0258,0.2326,0.219,1838.0677,-1.0807,30.5119,-3.4244,9.6326,-0.0699,-18.7295
2016-09-14,Aluminium,1764.0034,0.0064,-0.0162,-0.0317,0.2376,0.2154,1835.3644,-0.8326,26.9247,-7.2338,6.2593,-0.0542,4.5966
2016-09-15,Aluminium,1729.9944,-0.0195,-0.0486,-0.0385,0.2086,0.2211,1832.1269,-1.5503,22.9939,-12.8489,2.4377,-0.0747,-9.7901
2016-09-16,Aluminium,1719.257,-0.0062,-0.0575,-0.0427,0.183,0.2216,1828.5544,-1.7242,20.242,-17.9583,-1.6415,-0.0853,-4.8948
2016-09-19,Aluminium,1727.0258,0.0045,-0.0326,-0.0522,0.192,0.2153,1824.147,-1.5182,23.5534,-21.137,-5.5406,-0.0473,0.379
2016-09-20,Aluminium,1682.3773,-0.0262,-0.041,-0.0906,0.2286,0.2232,1816.5502,-2.3126,21.7152,-26.9483,-9.8222,-0.0762,-24.0082
2016-09-21,Aluminium,1687.8868,0.0033,-0.0441,-0.1032,0.2168,0.213,1807.8162,-2.0988,21.9149,-30.7547,-14.0087,-0.0586,-2.2959
2016-09-22,Aluminium,1689.1523,0.0007,-0.0239,-0.0993,0.2012,0.2138,1799.4216,-1.9754,19.783,-33.2855,-17.864,-0.0699,6.7325
2016-09-23,Aluminium,1666.3042,-0.0136,-0.0313,-0.1264,0.2111,0.2051,1788.7269,-2.2663,22.9891,-36.7116,-21.6336,-0.085,-16.442
2016-09-26,Aluminium,1666.9916,0.0004,-0.0354,-0.1281,0.1996,0.2043,1777.8802,-2.1325,20.7524,-38.9227,-25.0914,-0.0658,-3.8408
2016-09-27,Aluminium,1650.4679,-0.01,-0.0191,-0.1421,0.1185,0.2013,1765.8751,-2.2749,21.7179,-41.5296,-28.379,-0.0584,-14.6208
2016-09-28,Aluminium,1640.3592,-0.0061,-0.0286,-0.1387,0.1004,0.201,1754.25,-2.2952,13.1846,-43.9051,-31.4842,-0.0701,-4.7856
2016-09-29,Aluminium,1658.3023,0.0109,-0.0184,-0.1175,0.1533,0.2093,1744.4055,-1.9181,17.6573,-43.8346,-33.9543,-0.0414,-0.1181
2016-09-30,Aluminium,1667.6067,0.0056,0.0008,-0.1144,0.1344,0.2111,1734.7811,-1.709,23.9711,-42.5376,-35.671,-0.03,1.8526
