material_id,formula,n_elements,crystal_system,spacegroup_number,category,formation_energy_per_atom_eV,energy_above_hull_eV,band_gap_eV,is_metal,bulk_modulus_GPa,shear_modulus_GPa,poisson_ratio,density_g_cm3,nsites,volume_A3,melting_point_K,is_stable,crystal_enc,category_enc,pughs_ratio,elastic_anisotropy,thermal_stability,electronic_density,vol_per_site,bulk_modulus_GPa_norm,shear_modulus_GPa_norm,formation_energy_per_atom_eV_norm,density_g_cm3_norm,melting_point_K_norm,band_gap_eV_norm,MQI
mp-606398,CdAl3,2,orthorhombic,28,Silicate,-4.4961,0.0165,7.699,0,137.94,62.58,0.3015,0.842,16,230.17,636.0,1,3,13,2.2042185998395305,75.36,141.45592815672265,6.482558,14.385625,24.888319296960816,15.338999802332475,74.95125,1.7988638754470858,11.886586695747,64.15833333333333,34.62233821176542
mp-570162,Cd3RhNa4,3,orthorhombic,24,Intermetallic,-2.5553,0.0079,0.0,1,117.61,11.52,0.45,8.453,6,574.7,1757.0,1,3,6,10.209201380026734,106.09,687.5904954894122,0.0,95.78333333333335,21.166239472720612,2.72287013243724,50.69125,41.831474857984425,42.44820065430752,0.0,25.46644950497614
mp-247735,Cl3W4Sb3,3,hexagonal,172,Boride,-0.741,0.0216,1.405,0,250.9,95.9,0.3317,5.053,12,730.36,1297.0,1,1,1,2.616266944461286,155.0,1750.3373582950423,7.099465,60.86333333333334,45.56938850238008,23.571852144692627,28.01249999999999,23.94803282137597,29.90730643402399,11.708333333333334,28.067897376655736
mp-792177,K3Pd3Ne2As4,4,cubic,218,Ceramic,-2.2141,0.0083,5.262,0,77.94,60.92,0.1976,5.61,8,483.96,1919.0,1,0,3,1.2793827969009548,17.019999999999996,866.7178498409382,29.51982,60.495,13.903332112779202,14.928839691638663,46.42625,26.87776141384389,46.86477644492912,43.849999999999994,31.346676969007333
mp-749235,In3Ar4Nb3Ge4,4,cubic,216,Halide,-3.612,0.0201,2.766,0,25.4,10.58,0.3023,2.475,4,180.59,1813.0,1,0,5,2.400756141398151,14.819999999999999,501.937983106484,6.84585,45.1475,4.28414500183083,2.490610792646768,63.9,10.388175888912265,43.974918211559434,23.05,25.227506479520663
mp-131505,NbCl2,2,cubic,223,Phosphide,0.494,0.0603,0.002,0,75.25,29.2,0.3174,3.675,6,189.88,1626.0,0,0,11,2.577054793637995,46.05,3291.49790907899,0.00735,31.646666666666665,13.410838520688392,7.09132239573038,12.575000000000003,16.699978960656424,38.87677208287895,0.016666666666666666,14.11944589178124
mp-442170,Ni2O2La4,3,orthorhombic,53,Halide,-3.1656,0.0256,5.124,0,29.38,14.05,0.2887,3.091,6,234.69,1030.0,1,3,5,2.0911032013586452,15.329999999999998,325.3727561114078,15.838284,39.115,5.0128158183815446,3.3479936746392567,58.32,13.62823479907427,22.62813522355507,42.699999999999996,24.498205662044853
mp-262974,Ne2N2Rh3,3,cubic,226,Metal,-2.0672,0.0058,0.0,1,232.25,65.0,0.3765,9.036,8,1106.64,1764.0,1,0,7,3.5730769225272194,167.25,853.328169246671,0.0,138.33,42.15488831929696,15.936944060090926,44.589999999999996,44.897959183673464,42.639040348964016,0.0,31.422018446589526
mp-452604,Mg4Mo4Nb3,3,cubic,210,Oxide,-4.6966,0.0033,6.583,0,166.59,108.09,0.2339,2.343,8,285.57,1919.0,1,0,9,1.5412156534793955,58.5,408.59344971129445,15.423969,35.69625,30.13365067740754,26.583811029847794,77.45750000000001,9.693877551020408,46.86477644492912,54.858333333333334,43.062846563292474
mp-831434,Cr4Ba2Ce2,3,orthorhombic,49,Semiconductor,-0.454,0.0176,0.405,0,70.86,47.91,0.2018,5.252,2,171.96,580.0,1,3,12,1.479023168132118,22.950000000000003,1277.5330115080835,2.12706,85.98,12.60710362504577,11.71427159517691,24.424999999999997,24.99474016410688,10.359869138495092,3.375,14.308979431229488
mp-540665,BrAg2,2,cubic,224,Metal,0.3341,0.0407,0.0,1,121.94,37.43,0.3518,7.054,24,2340.42,1220.0,1,0,7,3.2578145863591197,84.50999999999999,3651.6012076743127,0.0,97.5175,21.95898938117905,9.124827040917177,14.57374999999999,34.47296444350936,27.80806979280262,0.0,16.750020197690574
mp-951130,Li3Sn,2,tetragonal,108,Metal,-0.4844,0.0504,0.0,1,135.04,77.16,0.249,8.106,12,967.37,1588.0,0,4,7,1.7501296006026272,57.879999999999995,3278.2823435532137,0.0,80.61416666666666,24.35737824972537,18.941490413125123,24.804999999999993,40.00631180307174,37.840785169029445,0.0,23.29752268823169
mp-972075,Cd3He4,2,hexagonal,193,Carbide,0.8324,0.0223,0.258,0,226.44,205.06,0.1411,3.326,6,301.61,2395.0,1,1,2,1.1042621671167334,21.379999999999995,2877.2224546225075,0.8581080000000001,50.26833333333334,41.0911753936287,50.54358568887132,8.344999999999999,14.8642962339575,59.841875681570336,2.1500000000000004,30.781163192131306
mp-658198,ClBa4Pb4,3,hexagonal,179,Silicate,-4.4193,0.0096,4.093,0,124.03,41.26,0.3517,4.094,6,389.79,879.0,1,1,13,3.006059136450301,82.77000000000001,198.90027787454966,16.756742000000003,64.965,22.341633101428044,10.071160308361335,73.99125,18.903850199873766,18.51145038167939,34.108333333333334,31.064161259197164
mp-384348,Sr4,1,hexagonal,176,Alloy,0.0,0.0079,0.0,1,57.41,21.95,0.3285,2.327,8,239.19,2429.0,1,1,0,2.6154897482389567,35.459999999999994,242900000000.0,0.0,29.89875,10.144635664591723,5.299960466495354,18.75,9.609720176730486,60.76881134133042,0.0,16.915212945090026
mp-276326,Ga3Li2Ba,3,cubic,206,Oxide,-2.1945,0.0418,4.064,0,71.9,31.59,0.3125,3.998,8,377.94,1913.0,1,0,9,2.2760367197606723,40.31,871.7247624892925,16.247872,47.2425,12.797510069571585,7.681854121367859,46.18125,18.398905954134232,46.70119956379498,33.86666666666667,27.25719336817056
mp-115859,P3Cu4,2,trigonal,156,Oxide,-4.6995,0.0389,3.921,0,200.26,107.28,0.2815,3.408,4,136.84,2164.0,1,6,9,1.8667039521004192,92.97999999999999,460.47451758596765,13.362767999999999,34.21,36.29805931893079,26.383672662581535,77.49374999999999,15.295602777193352,53.544165757906214,32.675,42.49753153770773
mp-72261,Al3Nb,2,cubic,228,Metal,-0.5772,0.0465,0.0,1,142.61,62.18,0.3139,8.398,6,679.71,855.0,1,0,7,2.2935027336292215,80.43,1481.288955625624,0.0,113.28500000000001,25.74331746612962,15.240166040719508,25.965000000000003,41.54218388386282,17.857142857142858,0.0,20.22248651832754
mp-952219,Sr2Mn3,2,tetragonal,95,Semiconductor,-1.0194,0.0834,0.663,0,109.69,64.15,0.2514,5.715,4,174.92,1160.0,0,4,12,1.7098986747139675,45.53999999999999,1137.9242580152613,3.789045,43.73,19.71622116440864,15.726922316663373,31.492500000000007,27.4300441826215,26.172300981461287,5.525,20.884728261695745
mp-989625,Bi3Mg,2,monoclinic,12,Alloy,-0.8632,0.0136,0.0,1,190.61,108.83,0.2547,3.781,32,1496.72,1002.0,1,2,0,1.751447211085965,81.78000000000002,1160.797020843408,0.0,46.7725,34.53130721347492,26.766653488831782,29.540000000000006,17.25752156532716,21.864776444929117,0.0,23.173060763733424
mp-116505,Pb3Ti2,2,tetragonal,75,Chalcogenide,0.7873,0.0716,1.473,0,114.04,75.87,0.2327,3.802,16,573.79,1450.0,0,4,4,1.5030974032551605,38.17,1841.7375607552704,5.600346,35.861875,20.512632735261807,18.622751531923303,8.908749999999998,17.367978119082682,34.078516902944386,12.275,18.298652200786947
mp-986359,LiSc3SeMg2,4,hexagonal,186,Metal,-0.6033,0.0955,0.0,1,89.94,47.02,0.2964,5.542,8,566.73,1693.0,0,1,7,1.912803062119778,42.919999999999995,2806.232342015045,0.0,70.84125,16.100329549615523,11.49436647558806,26.291250000000005,26.520092573111718,40.70338058887677,0.0,19.5347055506834
mp-248273,Zr3Y4,2,hexagonal,187,Phosphide,-1.1453,0.0496,1.623,0,118.59,52.83,0.3042,3.306,32,1406.21,200.0,1,1,11,2.244747302244038,65.76,174.62673382845776,5.365638,43.9440625,21.345660930062245,12.929926863016405,33.06625,14.759099516095098,0.0,13.525,16.973027510225236
mp-433616,Sr4Nb3,2,cubic,201,Halide,-3.0168,0.0067,4.616,0,94.46,68.0,0.2227,4.355,6,355.43,985.0,1,0,5,1.3891176468545416,26.459999999999994,326.5049047782256,20.10268,59.23833333333334,16.92786525082387,16.67819727218818,56.46,20.27666736797812,21.40130861504907,38.46666666666667,29.021075533657587
mp-823742,Y4Zr2,2,tetragonal,96,Boride,-0.1558,0.0622,0.44,0,296.82,185.5,0.2407,7.214,6,695.54,764.0,0,4,1,1.600107816625331,111.32,4903.722406693042,3.17416,115.92333333333333,53.976565360673746,45.71061474599723,20.697500000000005,35.31453818640858,15.376226826608505,3.6666666666666665,30.464823863966334
mp-558393,Mo3Ne2Sc3,3,cubic,202,Ceramic,-3.4778,0.0113,2.319,0,223.18,98.84,0.3059,4.154,32,1859.87,2463.0,1,0,3,2.2579927152713486,124.34,708.2063353033345,9.633125999999999,58.1209375,40.49432442328817,24.298280292547933,62.2225,19.21944035346097,61.69574700109052,19.325,39.47807702867689
mp-820402,W4Zr2,2,orthorhombic,64,Semiconductor,-0.5431,0.0076,2.594,0,20.23,9.4,0.2782,6.305,8,619.1,1229.0,1,3,12,2.15212765728497,10.83,2262.9349610949184,16.355169999999998,77.3875,3.3376052727938483,2.1990511958885155,25.538749999999993,30.53334735956238,28.053435114503817,21.616666666666664,16.71893129686828
mp-968831,Re4Al3,2,cubic,226,Perovskite,-3.3978,0.0037,2.148,0,89.45,99.29,0.0882,4.983,6,501.83,1006.0,1,0,10,0.9008963640949847,-9.840000000000003,296.0739293187535,10.703484,83.63833333333334,16.010618820944707,24.409468274362524,61.222500000000004,23.579844308857563,21.97382769901854,17.900000000000002,28.667576004799987
mp-19476,Co2Mo2OMg,4,cubic,204,Ceramic,-1.535,0.2237,4.352,0,155.85,77.11,0.2878,5.149,6,350.43,2450.0,0,0,3,2.0211386328594036,78.74,1596.0911948137382,22.408448000000003,58.405,28.167337971439032,18.9291361929235,37.9375,24.452977067115505,61.34133042529989,36.266666666666666,34.09329210337904
mp-927201,Al4YMo,3,trigonal,147,Metal,-0.1892,0.0684,0.0,1,145.87,71.71,0.2825,11.5,8,1582.95,1999.0,0,6,7,2.0341653880861577,74.16000000000001,10565.53855361847,0.0,197.86875,26.340168436470158,17.594880411148445,21.114999999999995,57.85819482432149,49.04580152671756,0.0,26.152699480963502
mp-394983,Ge3K4,2,tetragonal,123,Silicate,-3.632,0.0001,2.339,0,130.25,34.95,0.3767,4.765,12,634.99,1247.0,1,4,13,3.726752502510228,95.3,343.3370034599752,11.145335,52.91583333333333,23.480410106188206,8.512057718916783,64.15,22.433200084157374,28.544165757906214,19.491666666666667,28.677188437122666
mp-922478,Se2Re4,2,hexagonal,176,Metal,-1.9928,0.0524,0.0,1,169.83,107.19,0.2351,8.891,16,798.89,1104.0,0,1,7,1.5843828713887134,62.640000000000015,553.994376987182,0.0,49.930625,30.72683998535335,26.36143506621862,43.66,44.135282979171045,24.645583424209377,0.0,28.260020821862902
mp-323230,Bi4Co2Y2,3,hexagonal,184,Nitride,-1.3561,0.1274,3.422,0,200.34,119.47,0.2408,7.126,12,1116.32,1288.0,0,1,8,1.6769063361783791,80.87,949.7824574162491,24.385172,93.02666666666666,36.312705968509704,29.395631547736706,35.70125,34.85167262781401,29.661941112322793,28.51666666666667,32.49387593287911
mp-186380,Mn,1,cubic,223,Intermetallic,0.0,0.0472,0.0,1,114.23,25.1,0.3941,9.185,32,3762.02,501.0,1,0,6,4.5509960141231085,89.13,50100000000.0,0.0,117.563125,20.547418528011715,6.07827633919747,18.75,45.68167473174837,8.206106870229007,0.0,14.874222477151024
mp-155194,SrCa3,2,cubic,216,Metal,-0.5401,0.0302,0.0,1,98.2,30.65,0.3448,10.313,8,882.41,1914.0,1,0,7,3.203915170243421,67.55000000000001,3543.788121759153,0.0,110.30125,17.61259611863786,7.449594781577386,25.50125,51.61476961918788,46.728462377317335,0.0,22.28343449855944
mp-890458,Re2,1,monoclinic,6,Sulfide,0.334,0.0125,0.183,0,34.23,16.13,0.3081,4.454,32,2149.88,1116.0,1,2,14,2.122132670724034,18.099999999999998,3341.317265230022,0.815082,67.18375,5.900768949102892,3.8619292350266843,14.575000000000003,20.79739112139701,24.972737186477644,1.525,10.921939326937263
mp-721132,Mn4Zn2Cl2,3,orthorhombic,67,Metal,-1.4711,0.117,0.0,1,172.69,61.34,0.3467,11.045,32,3357.14,605.0,0,3,7,2.8152918156479796,111.35,411.2568798092796,0.0,104.910625,31.250457707799338,15.032615141332279,37.13875,55.46496949295182,11.041439476553979,0.0,23.887077440604603
mp-4530,Ti4CBi2Ne3,4,trigonal,152,Oxide,-2.3319,0.0384,5.351,0,111.29,66.89,0.2601,6.45,2,176.9,1660.0,1,6,9,1.6637763489813462,44.400000000000006,711.865857404409,34.51395,88.45,20.009154155986817,16.403933583712195,47.89875,31.2960235640648,39.80370774263904,44.59166666666667,32.65127606574214
mp-278864,SClZr2,3,hexagonal,189,Perovskite,-4.2579,0.0118,0.797,0,102.05,47.54,0.2981,7.529,4,353.82,1449.0,1,1,10,2.1466133777562866,54.51,340.30860203314165,6.000613,88.455,18.317466129622847,11.622850365684917,71.97375,36.97138649274142,34.05125408942203,6.641666666666667,30.183890061749
mp-349671,Ce2Se2Ca2Na,4,cubic,226,Sulfide,-0.791,0.0839,1.837,0,139.12,72.17,0.2891,6.429,16,1104.65,249.0,0,0,14,1.9276707770641999,66.95,314.79139930731475,11.810073000000001,69.040625,25.104357378249727,17.70853923700336,28.637500000000003,31.185567010309278,1.3358778625954197,15.308333333333332,19.905267703470862
mp-786570,S3K4,2,orthorhombic,21,Metal,-1.4477,0.0094,0.0,1,97.2,38.37,0.3216,9.163,4,522.35,1491.0,1,3,7,2.5332290845626195,58.830000000000005,1029.9095045250433,0.0,130.5875,17.4295129989015,9.357086380707647,36.846250000000005,45.56595834209973,35.19629225736096,0.0,22.56260954873595
mp-67830,Rh3Cl4,2,cubic,226,Nitride,-1.1139,0.0197,1.793,0,336.72,235.04,0.1938,3.936,4,320.65,1609.0,1,0,8,1.432607215732105,101.68000000000004,1444.4743563652542,7.0572479999999995,80.1625,61.28158183815452,57.95117612176319,32.67375,18.072796128760782,38.413304252998905,14.941666666666666,40.19182684280946
mp-205148,HSn3,2,cubic,220,Metal,-0.6309,0.0414,0.0,1,106.82,57.14,0.2649,3.51,4,173.96,1676.0,1,0,7,1.8694434718464394,49.67999999999999,2656.5223861701947,0.0,43.49,19.190772610765286,13.994860644396127,26.636250000000004,15.832106038291604,40.239912758996724,0.0,19.583574168710953
mp-906522,CaBe3,2,cubic,216,Halide,-1.6183,0.0002,5.583,0,133.91,55.36,0.2967,7.03,8,651.86,1439.0,1,0,5,2.4188945082335813,78.55,889.2047155088381,39.248490000000004,81.4825,24.150494324423285,13.555050405218422,38.97875,34.34672838207448,33.778625954198475,46.525,30.817075677265557
mp-170637,BiSn4P2K3,4,monoclinic,8,Oxide,-1.2257,0.049,4.077,0,156.78,28.24,0.4185,2.679,8,222.87,1868.0,1,2,9,5.551699714747982,128.54,1524.0270741288482,10.922282999999998,27.85875,28.337605272793848,6.8541213678592605,34.07124999999999,11.461182411108773,45.47437295528899,33.975,26.916119512534845
mp-189106,Sn,1,hexagonal,187,Ceramic,-2.4105,0.0049,8.208,0,81.35,60.6,0.2186,6.783,2,184.44,2786.0,1,1,3,1.3424092407025725,20.749999999999993,1155.7768049957403,55.67486400000001,92.22,14.527645551080187,14.84977268234829,48.88125,33.04754891647381,70.50163576881134,68.4,39.79173390365477
mp-463684,CuIn2Ir,3,orthorhombic,27,Chalcogenide,0.0742,0.0189,1.818,0,106.54,43.54,0.3143,3.869,8,436.4,1416.0,1,3,4,2.4469453370585796,63.00000000000001,19083.555379574747,7.033842000000001,54.55,19.139509337239105,10.634512749555247,17.82249999999999,17.720387123921736,33.151581243184296,15.15,18.536580316228687
mp-3189,Hf2Ne2Ag,3,hexagonal,176,Metal,-0.7767,0.0356,0.0,1,68.13,30.55,0.3116,8.28,8,754.65,1183.0,1,1,7,2.2301145655547905,37.58,1523.1105765017307,0.0,94.33125,12.107286708165505,7.424886341174145,28.458749999999995,40.92152324847464,26.799345692475462,0.0,17.710238788586715
mp-189689,Sb3Pb,2,cubic,203,Intermetallic,-1.4226,0.0065,0.0,1,50.03,25.34,0.2915,6.313,8,577.46,1349.0,1,0,6,1.974348854785182,24.69,948.2637357777046,0.0,72.1825,8.793482240937385,6.137576596165249,36.5325,30.57542604670734,31.324972737186478,0.0,18.049000282669233
mp-195048,Ag2Ge2Be3,3,hexagonal,170,Intermetallic,-1.2796,0.1985,0.0,1,105.28,28.29,0.382,11.75,16,1537.74,1075.0,0,1,6,3.7214563436827657,76.99000000000001,840.1062766481223,0.0,96.10875,18.90882460637129,6.866475588060881,34.745000000000005,59.17315379760152,23.85496183206107,0.0,21.59961969345575
mp-746409,Zr4P,2,cubic,195,Alloy,-0.3413,0.0636,0.0,1,109.79,37.74,0.3491,5.82,8,391.82,2109.0,0,0,0,2.909114996579461,72.05000000000001,6179.314205118248,0.0,48.9775,19.734529476382274,9.201423206167227,23.01625,27.982326951399116,52.044711014176656,0.0,20.99537988377631
mp-41595,MoK3,2,cubic,207,Sulfide,-1.7158,0.2012,0.172,0,99.63,57.21,0.2633,2.248,6,173.69,1391.0,0,0,14,1.7414787621497152,42.419999999999995,810.7005431244869,0.386656,28.948333333333334,17.874404979860856,14.012156552678395,40.1975,9.194193141173997,32.470010905125406,1.4333333333333331,20.42173325639406
mp-648290,Y3Bi2,2,orthorhombic,47,Ceramic,-1.632,0.0071,6.024,0,241.47,84.84,0.3511,5.851,8,589.6,2666.0,1,3,3,2.84618104634062,156.63,1633.5784213628774,35.246424,73.7,43.8429146832662,20.83909863609409,39.15,28.145381864085838,67.23009814612868,50.2,41.19545557219995
mp-39971,As2BrPd3,3,hexagonal,178,Ceramic,-1.2218,0.1902,7.728,0,206.75,42.56,0.4067,4.004,8,484.24,2437.0,0,1,3,4.85784774321949,164.19,1994.5981175757236,30.942911999999996,60.53,37.48626876601977,10.392370033603479,34.022499999999994,18.43046496949295,60.98691384950927,64.4,37.03131133430034
mp-363792,As2Cl,2,orthorhombic,21,Ceramic,-2.1123,0.0834,7.594,0,186.78,95.49,0.2751,3.62,8,327.09,2808.0,0,3,3,1.9560163365843528,91.29,1329.3566191859272,27.490280000000002,40.88625,33.830098864884654,23.470547539039334,45.153749999999995,16.410687986534818,71.10141766630316,63.28333333333334,42.28966072938375
mp-855534,La4Mg3,2,monoclinic,15,Silicate,-2.5391,0.0098,1.052,0,2.0,1.24,0.2648,7.219,16,1000.6,1877.0,1,2,13,1.6129032127991678,0.76,739.2383098765771,7.594388,62.5375,0.0,0.1828424589839889,50.488749999999996,35.34083736587419,45.719738276990185,8.766666666666667,21.841362969932746
mp-821548,Re3Mg,2,cubic,219,Chalcogenide,-0.909,0.1591,2.392,0,63.81,37.06,0.2763,3.257,4,183.55,1340.0,0,0,4,1.7218024819962756,26.75,1474.147398524231,7.790744,45.8875,11.316367630904429,9.033405811425183,30.112499999999997,14.501367557332212,31.079607415485277,19.933333333333334,19.19453255652193
mp-916747,Au2Ti4,2,trigonal,153,Semiconductor,-1.2206,0.0164,0.684,0,87.3,51.75,0.236,0.752,2,17.76,1495.0,1,6,12,1.6869565214131483,35.55,1224.807461700742,0.514368,8.88,15.616990113511534,12.663075706661395,34.00750000000001,1.3254786450662739,35.30534351145038,5.7,18.740862555258772
mp-467869,N2Cr2,2,cubic,224,Oxide,-1.4542,0.2058,2.822,0,134.94,47.81,0.3413,4.853,6,269.94,2024.0,0,0,9,2.8224220868390666,87.13,1391.8305501868344,13.695166,44.99,24.339069937751738,11.689563154773671,36.9275,22.896065642751946,49.727371864776444,23.516666666666666,27.867438962496745
mp-61840,CaCr2Cd4,3,tetragonal,140,Halide,-2.3603,0.0826,4.42,0,72.37,50.83,0.2164,7.224,16,1684.75,1605.0,0,4,5,1.423765492539098,21.540000000000006,679.9983024191912,31.93008,105.296875,12.883559135847674,12.43575805495157,48.253750000000004,35.36713654533978,38.30425299890949,36.833333333333336,29.521965042530255
mp-106034,Cr4Sr3Ta,3,cubic,218,Phosphide,-1.7984,0.0019,1.211,0,136.53,127.8,0.1492,3.286,16,575.35,1177.0,1,0,11,1.0683098590713374,8.730000000000004,654.4706369302122,3.9793460000000005,35.959375,24.63017209813255,31.453844633326746,41.23,14.653902798232696,26.635768811341332,10.091666666666667,26.437308947816334
mp-573602,F4Ru4Cd4,3,cubic,219,Sulfide,-0.8766,0.0879,1.058,0,100.87,50.71,0.2858,2.716,2,36.22,1326.0,0,0,14,1.9891540126229237,50.160000000000004,1512.6625426344679,2.8735280000000003,18.11,18.101428048333943,12.406107926467682,29.707499999999996,11.655796339154218,30.6979280261723,8.816666666666666,19.135776032801594
mp-379317,Sc3,1,hexagonal,187,Semiconductor,-0.9901,0.0126,0.951,0,117.94,62.69,0.2704,3.875,32,1717.3,863.0,1,1,12,1.8813207845140658,55.25,871.6291195674263,3.6851249999999998,53.665625,21.22665690223361,15.366179086776041,31.12625,17.751946139280452,18.075245365321702,7.925,19.21904861652823
mp-527430,O2B3,2,trigonal,145,Halide,-2.5152,0.0059,3.776,0,77.27,64.56,0.1801,2.901,4,130.24,1772.0,1,6,5,1.1968711274478205,12.709999999999994,704.5165366391677,10.954175999999999,32.56,13.780666422555838,15.828226922316663,50.19,12.628865979381443,42.857142857142854,31.466666666666665,28.371236695484072
mp-246621,K4Ir,2,monoclinic,10,Silicate,-5.6835,0.0139,0.5,0,2.0,1.57,0.1906,4.025,2,83.59,791.0,1,2,13,1.273885342204552,0.42999999999999994,139.17480401306446,2.0125,41.795,0.0,0.26438031231468667,89.79375,18.54092152324848,16.112322791712106,4.166666666666666,22.907566633544604
mp-194976,Ar2Si2,2,hexagonal,187,Metal,-0.1579,0.1272,0.0,1,172.14,82.23,0.3038,2.731,2,56.84,1756.0,0,1,7,2.093396570340095,89.90999999999998,11120.961930274734,0.0,28.42,31.149761991944334,20.19420834156948,20.723749999999995,11.73469387755102,42.420937840785164,0.0,21.95015413057564
mp-117465,RhMn2,2,orthorhombic,63,Metal,-0.2385,0.1227,0.0,1,186.94,88.59,0.3056,8.531,8,553.81,376.0,0,3,7,2.110170447893648,98.35,1576.5198500410966,0.0,69.22625,33.859392164042475,21.765665151215654,21.731250000000003,42.241742057647805,4.79825517993457,0.0,20.415173945806593
mp-52541,ZnAr3CoPd2,4,orthorhombic,54,Oxide,-3.5108,0.0001,7.062,0,239.65,116.75,0.2938,4.846,6,460.61,1875.0,1,3,9,2.05267665935309,122.9,534.0663081517993,34.222452000000004,76.76833333333333,43.50970340534602,28.72356196876853,62.635000000000005,22.859246791500105,45.665212649945474,58.85,44.936859651464744
mp-739658,Te3Ag3,2,orthorhombic,62,Carbide,-0.1784,0.0131,0.553,0,342.59,224.15,0.2359,5.915,6,425.52,2375.0,1,3,2,1.528396163215329,118.43999999999997,13312.77952282626,3.270995,70.92,62.35627975100695,55.260426961850165,20.980000000000004,28.48201136124553,59.29661941112323,4.608333333333333,40.15328539036446
mp-588820,O3Ta2Mn,3,trigonal,157,Metal,-1.6372,0.1788,0.0,1,200.48,79.39,0.3223,8.828,6,307.41,1187.0,0,6,7,2.5252550695899667,121.08999999999999,725.0183195393457,0.0,51.23500000000001,36.33833760527279,19.492488634117414,39.215,43.803913317904474,26.908396946564885,0.0,27.425816121653224
mp-767114,Rh4Be2B4,3,tetragonal,120,Semiconductor,-1.8835,0.0148,2.193,0,39.98,22.41,0.263,4.252,4,116.0,951.0,1,4,12,1.7840249880481813,17.569999999999997,504.9110671361239,9.324636,29.0,6.953496887586963,5.413619292350266,42.293749999999996,19.734904270986746,20.474372955288985,18.275,18.71806960637947
mp-399886,C3In2Sr,3,tetragonal,97,Semiconductor,-0.4736,0.1575,0.398,0,23.78,11.1,0.3152,2.755,6,172.38,1429.0,0,4,12,2.1423423404123043,12.680000000000001,3017.314125479009,1.09649,28.73,3.9875503478579275,2.6190946827436252,24.67,11.860929938985903,33.50599781897492,3.316666666666667,12.96482167286514
mp-305226,CrCl,2,hexagonal,169,Oxide,-1.6547,0.0329,6.347,0,183.17,89.61,0.3058,3.135,12,483.07,1571.0,1,1,9,2.044079901568566,93.55999999999999,949.4168069775983,19.897845,40.255833333333335,33.16916880263639,22.01769124332872,39.43375,13.859667578371553,37.3773173391494,52.89166666666667,33.85043636790259
mp-357395,Fe4B,2,tetragonal,130,Oxide,-4.1248,0.01,3.143,0,175.29,76.46,0.2997,2.547,16,565.02,2512.0,1,4,9,2.2925712788003443,98.83,608.9992227283767,8.005221,35.31375,31.726473819113878,18.76853133030243,70.31,10.766884073216916,63.031624863685934,26.191666666666663,38.621183166757845
mp-920957,Ag4V4,2,trigonal,155,Semiconductor,-0.5235,0.086,2.076,0,12.27,4.24,0.3365,5.923,16,1300.16,502.0,0,6,12,2.8938679177031417,8.03,958.9302586641784,12.296148,81.26,1.8802636396924204,0.9240956710812414,25.293750000000003,28.524090048390487,8.233369683751363,17.3,12.302036319556487
mp-22186,Pt3Rh4,2,orthorhombic,25,Oxide,-4.6653,0.0008,7.441,0,260.76,140.82,0.2769,2.17,6,138.34,1555.0,1,3,9,1.8517256070265782,119.94,333.3118977701072,16.14697,23.05666666666667,47.374588062980585,34.67088357382882,77.06625,8.783925941510624,36.94111232279171,62.00833333333333,47.54315376993169
mp-824219,Rh4,1,orthorhombic,37,Phosphide,-1.0546,0.2019,4.303,0,63.84,39.22,0.254,4.66,4,230.88,1664.0,0,3,11,1.6277409480806373,24.620000000000005,1577.8494066200512,20.05198,57.72,11.321860124496522,9.567108124135205,31.93249999999999,21.88091731537976,39.91275899672846,35.858333333333334,24.11804923077359
mp-93275,Co3Pd3,2,orthorhombic,69,Ceramic,-3.9523,0.0151,1.412,0,195.53,103.69,0.2521,5.302,4,328.19,2300.0,1,3,3,1.8857170409985808,91.84,581.9396286164015,7.486423999999999,82.0475,35.43207616257781,25.49663965210516,68.15375,25.257731958762886,57.25190839694656,11.766666666666666,38.69505261835487
mp-306339,Hf4Te,2,cubic,223,Perovskite,-2.7262,0.0201,0.272,0,99.1,74.99,0.2086,3.074,4,111.94,1592.0,1,0,10,1.3215095344283894,24.11,583.9630233146394,0.836128,27.985,17.777370926400586,18.405317256374776,52.8275,13.538817588891225,37.94983642311887,2.2666666666666666,25.188394858912023
mp-193851,K4Sn4,2,orthorhombic,72,Semiconductor,-0.3466,0.073,3.964,0,66.49,33.09,0.2895,3.707,12,405.08,1344.0,0,3,12,2.009368388634219,33.39999999999999,3877.668670580823,14.694548,33.75666666666667,11.807030391797875,8.052480727416485,23.08250000000001,16.86829370923627,31.1886586695747,33.03333333333333,19.908530395202703
mp-103692,MnF,2,monoclinic,7,Silicate,-4.0142,0.0021,7.469,0,94.32,56.59,0.2499,7.563,2,224.45,1169.0,1,2,13,1.666725569594146,37.72999999999999,291.2161818264756,56.488047,112.225,16.90223361406078,13.858964222178297,68.9275,37.1502209131075,26.417666303162484,62.241666666666674,36.951661604032935
mp-947188,Hf4Pt4BeSb,4,orthorhombic,21,Oxide,-2.8532,0.0586,2.365,0,164.3,90.7,0.2571,5.822,2,127.88,1860.0,0,3,9,1.811466372457391,73.60000000000001,651.8996191928375,13.76903,63.94,29.714390333211277,22.287013243724054,54.415,27.992846623185358,45.25627044711014,19.708333333333336,33.82725594477212
